year,place,times mentioned
19392,Australia,1
19392,Singapore,2
19392,malaysia,2
19392,Afghanistan,1
19392,Mihintale,1
19392,magadan,2
19392,Utkala Brahmin,1
19392,Godavari River,1
19392,Kaveri,1
19392,Kambojas,1
19392,Jambudvīpa,2
19392,Aparanta,1
19392,Mataram kingdom,4
19392,Nederland 24,1
19392,Syrians,1
19392,Sumer,3
19392,Delta Draconis,1
19392,Arabs,1
19392,mekong,3
19392,Mahendravarman I,2
19392,New Guinea,1
19392,Málaga,1
19392,British Empire,1
19392,Holland,3
19392,tibet,1
19392,Bengal,1
19392,Sumatra,2
19392,Bunong people,1
19392,Sulawesi,2
19392,South India,1
19392,Java,1
19392,Gandhara,1
19392,malavas,1
19392,japan,1
1943,Kushinagar,1
1943,Shravasti,1
1943,Roman Empire,3
1943,Kashgar,1
1943,Baghdad,2
1943,Dhaka,3
1943,samantha,1
1943,Byzantine Empire,1
1943,satya,1
1943,Sukhothai Kingdom,10
1943,cambridge,7
1943,Borobudur,2
1943,Prambanan,1
1943,Palembang,1
1943,Tokyo,12
1943,Perić,58
1943,Kunduz,1
1943,Kabul,12
1943,del,9
1943,Boston,2
1943,Leipzig,11
1943,Vadodara,1
1943,laos,2
1943,Zeist,1
1943,mali,5
1943,Leiden,3
1943,hari,7
1943,Hanoi,1
1943,leiden,4
1943,London,23
1943,patna,1
1943,Bangkok,4
1943,Berlin,6
1943,Sistan,6
1943,Oxford,5
1943,Heidelberg,2
1943,Shanghai,1
1943,Kyoto,1
1943,Saint Petersburg,2
1943,rome,1
1943,copenhagen,1
1943,Yangon,1
1943,Kolkata,3
1943,strasbourg,1
1943,Ho Chi Minh City,1
1943,Lahore,1
1943,The Hague,3
1943,Amsterdam,2
1943,Stutterheim,3
1943,Singaraja,1
1943,Padang,1
1943,Surakarta,1
1943,amravati,4
1943,Guntur,1
1943,Jaggayyapeta,2
1943,babylonia,2
1943,"Thebes, Greece",1
1943,María Luisa Bombal,3
1943,Aligarh,1
1943,Ramatha,2
1943,parumala,1
1943,Tusara,2
1943,kuchak,2
1943,kuchar,1
1943,syama,2
1943,jalandhar,1
1943,Masaka,1
1943,Cantù,1
1943,sindh,1
1943,Indo people,4
1943,ujjain,2
1943,Kandahar,1
1943,guyana,1
1943,Pataliputra,4
1943,Kannauj,2
1943,guntur,1
1943,karnataka,1
1943,Angkor,1
1943,Udayadityavarman II,5
1943,thatta,1
1943,Lopburi,1
1943,Huliyurdurga,1
1943,prom,3
1943,Jaipur,1
1943,Navsari,1
1943,Shantiniketan,1
1943,Darbhanga,1
1943,Hyderabad,1
1943,china,51
1943,india,156
1943,ISBN,4
1943,palau,1
1943,Cambodia,9
1943,Thailand,5
1943,Japan,3
1943,Myanmar,18
1943,Mongolia,2
1943,Indonesia,3
1943,Afghanistan,10
1943,malaysia,4
1943,Sri Lanka,4
1943,France,1
1943,cambodia,1
1943,Singapore,1
1943,Brussels,6
1943,Uttarakuru,5
1943,Ethiopians,1
1943,Neytal,1
1943,plant,1
1943,ISBN,8
1943,Illinois,3
1943,Nirvana,6
1943,Sravana Bhargavi,1
1943,Bodh Gaya,2
1943,canada,2
1943,South India,1
1943,Jambudvīpa,1
1943,Western India,1
1943,Kekaya,1
1943,Solid-state battery,1
1943,gang,4
1943,sutra,1
1943,Pha Mueang,1
1943,Chao Phraya River,1
1943,tibet,15
1943,Serindia,3
1943,Manchuria,2
1943,oceania,1
1943,Socotra,1
1943,Fondukistan monastery,1
1943,Sulawesi,1
1943,bacteria,5
1943,Sumatra,1
1943,asia,3
1943,island,1
1943,Turkestan,4
1943,Bezeklik Caves,1
1943,bihar,1
1943,Myth,1
1943,Java,1
1943,Ajanta Caves,1
1943,Makara,1
1943,Barabar Caves,1
1943,Rajputana,1
1943,Malay Archipelago,1
1943,mekong,2
1943,ramayana,1
1943,Babli project,1
1943,Daradas,4
1943,Kirata,1
1943,Chinas,1
1943,kalakla,1
1943,Drangiana,3
1943,Scythians,2
1943,parthia,1
1943,Margiana,1
1943,Gandhara,3
1943,Yehud Medinata,1
1943,Shakdvipa,1
1943,Nelson Mandela,1
1943,Yarkant County,1
1943,Kathiawar,2
1943,Parthian Empire,1
1943,Oddiyana,2
1943,Badakhshan,2
1943,Mihirakula,1
1943,kolkata,1
1943,Bengal,11
1943,Andhra Pradesh,2
1943,japan,1
